sale_id,sale_date,region,product,customer_id,units_sold,revenue
1177,2025-04-12,Middle East,Product E,C0358,76,35194.28
1178,2025-05-07,North America,Product E,C0473,324,34988.34
1179,2024-10-27,Middle East,Product E,C0960,197,84934.51
1180,2024-11-22,North America,Product D,C0158,412,157092.24
1181,2025-02-22,North America,Product B,C0649,398,147736.3
1182,2025-02-05,Middle East,Product C,C0137,389,88139.14
1183,2025-02-18,Middle East,Product B,C0868,435,60017.78
1184,2025-06-30,Asia-Pacific,Product B,C0275,385,87272.96
1185,2025-05-28,Europe,Product D,C0834,297,16848.17
1186,2025-03-16,Middle East,Product C,C0365,267,30143.38
1187,2024-12-27,South America,Product D,C0896,422,51795.32
1188,2024-12-01,Middle East,Product A,C0666,462,49610.09
1189,2024-07-10,South America,Product A,C0617,397,99711.23
1190,2024-12-02,South America,Product D,C0588,173,75985.09
1191,2024-09-01,South America,Product A,C0041,284,29676.05
1192,2024-12-31,Asia-Pacific,Product A,C0072,358,28199.17
1193,2024-12-15,North America,Product A,C0227,141,30387.78
1194,2024-09-06,Asia-Pacific,Product B,C0511,62,6017.62
1195,2025-04-20,Middle East,Product B,C0822,434,194348.23
1196,2024-09-19,Asia-Pacific,Product B,C0015,31,9490.97
1197,2024-12-07,Europe,Product C,C0623,373,98253.89
1198,2025-05-23,Europe,Product D,C0116,456,142720.5
1199,2024-09-19,Europe,Product B,C0708,35,15882.84
1200,2025-05-20,Asia-Pacific,Product A,C0522,405,22127.08
1201,2024-12-11,Africa,Product A,C0631,366,107791.04
1202,2025-06-12,Europe,Product A,C0959,129,46720.15
1203,2025-02-17,North America,Product C,C0865,433,60089.32
1204,2025-06-19,Europe,Product B,C0611,431,171967.05
1205,2024-07-10,Africa,Product E,C0959,358,48854.36
1206,2024-12-16,Africa,Product B,C0403,452,38587.51
1207,2024-08-28,Africa,Product B,C0176,347,58123.35
1208,2025-06-25,South America,Product C,C0502,397,183711.6
1209,2025-04-24,South America,Product D,C0099,221,53764.69
1210,2025-02-16,South America,Product D,C0783,323,129149.08
1211,2024-12-18,Europe,Product B,C0264,344,147120.23
1212,2024-12-09,Asia-Pacific,Product B,C0512,232,18912.85
1213,2025-06-28,Europe,Product A,C0282,289,127224.6
1214,2025-06-02,Europe,Product D,C0761,223,79572.57
1215,2025-03-21,Africa,Product E,C0254,130,36417.32
1216,2025-01-23,Europe,Product D,C0240,131,61366.37
1217,2024-12-24,Middle East,Product E,C0237,29,5449.99
1218,2025-02-15,Europe,Product B,C0386,16,6115.44
1219,2025-01-11,Europe,Product E,C0282,497,179026.54
1220,2024-07-07,Asia-Pacific,Product E,C0179,294,83268.3
1221,2025-06-09,Europe,Product B,C0815,311,93959.37
1222,2024-09-25,Africa,Product A,C0291,352,97921.32
1223,2025-04-20,Asia-Pacific,Product C,C0380,87,13684.45
1224,2025-02-27,Middle East,Product D,C0134,287,108045.97
1225,2025-03-25,Asia-Pacific,Product A,C0241,83,18590.06
1226,2025-03-23,South America,Product D,C0729,128,36129.1
1227,2024-11-21,South America,Product C,C0770,437,133479.37
1228,2024-10-02,Middle East,Product D,C0301,200,27165.82
1229,2025-06-07,Asia-Pacific,Product B,C0791,234,59213.57
1230,2024-09-25,Europe,Product C,C0363,107,36667.25
1231,2025-04-17,Middle East,Product C,C0855,97,23536.85
1232,2025-03-08,Asia-Pacific,Product D,C0484,195,26842.28
1233,2025-05-27,North America,Product D,C0275,420,38338.87
1234,2024-10-27,Asia-Pacific,Product D,C0955,176,10360.47
1235,2024-12-21,Africa,Product B,C0952,99,34145.86
1236,2024-12-19,Europe,Product B,C0452,451,48184.24
1237,2025-02-12,Europe,Product D,C0220,80,8723.89
1238,2025-03-01,Middle East,Product B,C0868,336,79774.31
1239,2025-03-14,South America,Product C,C0008,314,28135.98
1240,2024-11-08,North America,Product E,C0131,367,73800.65
1241,2025-01-06,Asia-Pacific,Product A,C0356,467,174144.45
1242,2025-05-10,Europe,Product D,C0184,241,61673.56
1243,2024-09-13,North America,Product E,C0037,391,132577.06
1244,2025-01-07,Asia-Pacific,Product B,C0528,354,123724.05
1245,2025-05-27,Asia-Pacific,Product D,C0168,156,11816.58
1246,2025-01-07,Asia-Pacific,Product D,C0049,185,48911.42
1247,2025-02-02,Africa,Product B,C0554,125,57911.91
1248,2024-09-17,Middle East,Product C,C0152,103,38671.81
1249,2024-09-30,South America,Product E,C0665,436,101911.91
1250,2025-05-19,Africa,Product C,C0023,113,45062.86
1251,2025-06-20,Asia-Pacific,Product A,C0118,367,121383.21
1252,2025-01-12,Asia-Pacific,Product A,C0290,300,126010.5
1253,2025-06-01,Middle East,Product A,C0706,99,44732.29
1254,2024-12-10,Europe,Product E,C0144,410,106980.08
1255,2025-03-14,Europe,Product C,C0366,148,28427.31
1256,2024-08-13,Europe,Product B,C0718,150,43801.53
1257,2025-02-01,Europe,Product C,C0080,368,97673.91
1258,2024-10-12,Europe,Product E,C0019,113,18173.24
1259,2024-09-24,Africa,Product E,C0079,270,64567.91
1260,2025-05-05,North America,Product C,C0834,463,112810.99
1261,2024-11-10,South America,Product A,C0805,106,7287.8
1262,2025-03-31,Asia-Pacific,Product B,C0178,365,105033.68
1263,2024-08-29,Middle East,Product A,C0605,64,15481.2
1264,2025-05-24,Europe,Product C,C0972,402,115295.58
1265,2025-03-04,South America,Product D,C0753,335,113628.28
1266,2024-12-29,Middle East,Product B,C0381,354,155145.49
1267,2024-07-26,Asia-Pacific,Product C,C0735,343,139623.83
1268,2024-12-14,Europe,Product E,C0003,408,54416.07
1269,2025-02-05,Africa,Product A,C0686,76,22423.21
1270,2025-06-21,Middle East,Product C,C0409,98,44074.26
1271,2025-06-20,Asia-Pacific,Product C,C0315,447,98604.56
1272,2025-01-07,Middle East,Product D,C0739,109,31199.27
1273,2024-12-05,Asia-Pacific,Product C,C0945,327,30185.57
1274,2025-02-12,Middle East,Product E,C0754,95,43802.12
1275,2025-04-10,Middle East,Product C,C0993,419,105644.59
1276,2025-05-18,Asia-Pacific,Product D,C0452,302,123626.03
1277,2025-01-22,Asia-Pacific,Product D,C0832,136,31768.94
1278,2025-06-05,South America,Product C,C0753,87,13395.69
1279,2024-09-17,North America,Product C,C0363,95,21677.11
1280,2024-09-05,Africa,Product D,C0421,106,50604.66
1281,2025-01-05,Africa,Product A,C0038,284,84414.29
1282,2025-06-17,Africa,Product D,C0613,461,189610.56
1283,2025-03-16,Africa,Product B,C0131,111,53452.71
1284,2025-03-17,Middle East,Product A,C0178,159,40898.01
1285,2024-12-02,Europe,Product B,C0268,114,38386.79
1286,2024-11-18,Europe,Product B,C0646,498,166801.57
1287,2024-12-30,Asia-Pacific,Product D,C0030,75,37079.22
1288,2024-11-08,South America,Product E,C0534,182,53930.02
1289,2025-01-07,Europe,Product A,C0304,14,1851.4
1290,2025-05-04,Africa,Product B,C0614,61,13993.56
1291,2024-11-21,Middle East,Product A,C0793,385,51675.83
1292,2024-12-06,South America,Product E,C0061,288,85001.03
1293,2025-05-25,Asia-Pacific,Product A,C0383,148,23189.22
1294,2025-02-06,Middle East,Product D,C0928,396,21690.02
1295,2024-07-07,South America,Product D,C0134,391,128654.37
1296,2025-05-25,Africa,Product A,C0299,212,86046.34
1297,2024-09-12,Middle East,Product B,C0528,28,9525.27
1298,2025-03-19,Middle East,Product A,C0435,156,47958.59
1299,2025-05-26,Africa,Product D,C0500,241,49269.56
1300,2025-06-22,Asia-Pacific,Product B,C0217,301,24515.77
1301,2025-05-15,North America,Product C,C0539,403,47947.03
1302,2025-07-04,Asia-Pacific,Product E,C0907,448,161599.52
1303,2024-09-03,Middle East,Product C,C0859,472,192991.56
1304,2025-06-06,North America,Product D,C0383,404,178563.32
1305,2025-01-14,North America,Product B,C0521,390,34183.93
1306,2025-01-25,Asia-Pacific,Product D,C0462,405,157773.33
1307,2024-08-08,North America,Product B,C0752,115,27985.64
1308,2024-11-30,Middle East,Product D,C0242,353,58801.67
1309,2025-03-16,South America,Product C,C0547,353,164010.25
1310,2024-12-28,South America,Product C,C0699,393,188684.54
1311,2024-12-26,Asia-Pacific,Product A,C0205,97,26896.97
1312,2025-03-23,South America,Product E,C0365,374,86424.99
1313,2025-01-16,Europe,Product A,C0905,432,193768.65
1314,2025-01-08,Asia-Pacific,Product A,C0736,196,46889.84
1315,2025-02-11,Middle East,Product C,C0829,219,102051.5
1316,2025-02-19,North America,Product D,C0615,66,22695.18
1317,2024-10-29,North America,Product B,C0727,373,123806.88
1318,2025-05-15,North America,Product D,C0671,403,35895.93
1319,2024-08-31,South America,Product D,C0059,383,89119.33
1320,2024-09-25,Europe,Product D,C0041,102,46045.38
1321,2024-07-12,Europe,Product D,C0494,399,108561.82
1322,2025-05-15,North America,Product D,C0741,487,69276.2
1323,2024-09-20,North America,Product E,C0817,424,198424.29
1324,2024-08-26,Africa,Product B,C0164,208,94993.09
1325,2024-12-05,North America,Product B,C0258,458,211747.42
1326,2025-04-24,Europe,Product D,C0427,378,60584.93
1327,2024-12-18,Africa,Product D,C0743,324,141142.55
1328,2024-08-27,South America,Product C,C0206,92,23010.62
1329,2024-10-03,South America,Product D,C0235,478,87364.1
1330,2025-06-22,Asia-Pacific,Product A,C0088,16,5087.48
1331,2024-12-15,North America,Product C,C0504,325,141875.68
1332,2024-09-24,Europe,Product D,C0839,189,90261.83
1333,2025-06-29,South America,Product C,C0865,482,157418.81
1334,2024-10-21,North America,Product D,C0193,295,118813.93
1335,2025-01-26,South America,Product B,C0341,351,19315.32
1336,2024-09-18,South America,Product A,C0878,165,70115.35
1337,2025-03-21,North America,Product C,C0962,257,117126.48
1338,2025-01-20,Asia-Pacific,Product C,C0079,59,18518.83
1339,2024-10-14,Africa,Product C,C0821,395,86765.4
1340,2025-05-13,South America,Product C,C0370,443,202018.87
1341,2025-01-11,Asia-Pacific,Product E,C0792,350,55936.19
1342,2025-05-29,South America,Product A,C0471,473,151253.41
1343,2024-12-29,Europe,Product D,C0020,64,4241.95
1344,2025-05-17,South America,Product B,C0200,433,85655.43
1345,2024-10-14,Asia-Pacific,Product C,C0482,27,2280.88
1346,2025-03-29,Middle East,Product C,C0434,149,14748.82
1347,2024-11-24,Europe,Product B,C0782,435,97212.59
1348,2025-04-28,Asia-Pacific,Product D,C0634,472,72045.81
1349,2024-10-20,North America,Product C,C0979,410,40276.09
1350,2024-08-28,South America,Product D,C0776,262,67107.01
1351,2024-07-08,Middle East,Product E,C0253,86,24550.55
1352,2024-09-16,South America,Product C,C0619,146,41459.18
1353,2024-12-15,South America,Product D,C0822,376,43506.67
1354,2025-06-28,Europe,Product D,C0232,440,42987.86
1355,2024-10-03,Middle East,Product D,C0768,127,24590.16
1356,2025-02-07,Europe,Product C,C0262,45,13160.42
1357,2025-04-18,Europe,Product C,C0727,372,72947.64
1358,2025-05-31,Europe,Product A,C0363,87,42798.56
1359,2024-12-10,North America,Product E,C0091,476,117135.51
1360,2024-07-31,South America,Product C,C0796,312,155765.8
1361,2024-08-10,South America,Product E,C0710,263,109937.68
1362,2024-08-06,Asia-Pacific,Product A,C0492,112,16998.58
1363,2025-01-23,Asia-Pacific,Product C,C0965,385,118011.18
1364,2024-12-07,South America,Product C,C0361,362,76451.89
1365,2024-10-22,Europe,Product C,C0181,386,128453.41
1366,2025-03-20,Europe,Product E,C0235,60,17141.74
1367,2024-08-05,Africa,Product C,C0339,42,5539.62
1368,2025-04-18,South America,Product B,C0942,335,26116.66
1369,2024-09-30,Asia-Pacific,Product E,C0763,181,65659.47
1370,2025-03-12,Europe,Product B,C0677,319,139184.32
1371,2024-08-21,Africa,Product A,C0050,30,13837.14
1372,2024-11-30,Asia-Pacific,Product B,C0787,196,40360.21
1373,2024-09-18,Middle East,Product E,C0266,437,65816.46
1374,2024-09-16,Europe,Product A,C0348,145,31915.9
1375,2025-03-22,South America,Product A,C0926,296,78823.59
1376,2025-06-10,Europe,Product A,C0923,327,91019.81
1377,2025-03-31,Europe,Product D,C0096,425,180037.67
1378,2024-12-07,Asia-Pacific,Product A,C0286,270,82124.37
1379,2024-11-18,Asia-Pacific,Product D,C0329,49,24487.48
1380,2025-01-04,North America,Product E,C0225,305,87296.66
1381,2025-06-30,Middle East,Product B,C0469,160,12543.77
1382,2024-11-13,South America,Product D,C0498,216,45176.61
1383,2025-01-15,South America,Product D,C0755,319,87402.32
1384,2025-05-23,South America,Product C,C0271,201,25152.72
1385,2024-08-17,Middle East,Product D,C0186,196,52934.61
1386,2025-05-06,Middle East,Product A,C0327,123,21427.72
1387,2025-04-03,South America,Product A,C0617,178,71176.7
1388,2024-12-24,South America,Product A,C0790,30,4088.66
1389,2025-06-02,Africa,Product B,C0930,344,115166.61
1390,2025-02-02,Europe,Product D,C0936,262,33956.89
1391,2024-07-20,Africa,Product A,C0290,312,58473.34
1392,2024-08-15,Europe,Product C,C0810,164,46587.91
1393,2024-07-27,Asia-Pacific,Product D,C0753,432,90369.52
1394,2025-06-28,Asia-Pacific,Product D,C0559,188,62993.08
1395,2024-09-13,Africa,Product D,C0026,410,120484.48
1396,2025-06-02,Europe,Product A,C0170,451,108877.54
1397,2024-07-19,Middle East,Product C,C0269,118,26468.19
1398,2024-11-13,Europe,Product A,C0833,352,23290.98
1399,2024-08-16,Africa,Product D,C0147,137,46928.59
1400,2024-11-07,Africa,Product D,C0994,172,78928.27
1401,2025-05-30,North America,Product A,C0280,318,106559.87
1402,2024-12-05,Africa,Product D,C0574,171,68033.42
1403,2024-09-22,Europe,Product E,C0620,46,14669.07
1404,2025-06-12,Africa,Product C,C0270,467,221150.4
1405,2024-08-03,South America,Product C,C0120,19,2828.52
1406,2025-06-20,South America,Product A,C0358,91,41853.99
1407,2025-07-05,Europe,Product A,C0754,158,17223.71
1408,2025-02-17,Middle East,Product A,C0233,302,61754.85
1409,2025-04-13,South America,Product C,C0751,442,83578.94
1410,2025-02-08,South America,Product A,C0334,79,7228.54
1411,2024-11-27,North America,Product D,C0144,274,60548.15
1412,2025-05-02,Africa,Product B,C0884,308,136044.94
1413,2025-05-17,North America,Product E,C0891,389,49232.85
1414,2025-01-12,Europe,Product E,C0066,491,207266.1
1415,2025-02-25,North America,Product C,C0387,254,67900.1
1416,2025-02-13,Middle East,Product E,C0900,305,141891.92
1417,2024-12-11,North America,Product E,C0344,100,11066.98
1418,2024-10-26,Asia-Pacific,Product C,C0259,17,1929.68
1419,2024-08-31,Asia-Pacific,Product E,C0035,74,28643.25
1420,2025-07-03,Europe,Product D,C0208,298,55736.8
1421,2024-10-18,North America,Product D,C0396,216,90905.54
1422,2024-09-01,Africa,Product E,C0450,170,29538.23
1423,2024-07-15,Europe,Product B,C0865,10,3825.75
1424,2024-12-02,Europe,Product E,C0868,188,70262.54
1425,2025-05-24,Europe,Product C,C0781,47,17162.29
1426,2024-09-10,Europe,Product B,C0387,118,25482.46
1427,2025-05-21,Middle East,Product A,C0728,264,35387.85
1428,2024-08-04,South America,Product B,C0180,129,63022.0
1429,2025-05-14,Africa,Product A,C0411,155,63336.01
1430,2024-12-08,Africa,Product A,C0814,39,4950.79
1431,2024-08-08,Middle East,Product C,C0890,58,8058.16
1432,2025-04-24,Africa,Product D,C0904,262,111127.27
1433,2025-04-19,North America,Product D,C0010,190,22874.87
1434,2024-09-22,North America,Product B,C0844,163,40003.66
1435,2024-10-27,Middle East,Product D,C0501,229,69829.72
1436,2024-10-22,North America,Product D,C0235,51,12489.54
1437,2024-09-02,Asia-Pacific,Product A,C0074,494,154676.71
1438,2025-05-09,Middle East,Product A,C0363,211,39644.53
1439,2025-03-22,Asia-Pacific,Product C,C0620,409,50146.74
1440,2024-09-02,North America,Product E,C0172,293,80203.15
1441,2024-11-03,North America,Product B,C0999,92,16343.95
1442,2024-11-04,South America,Product A,C0434,204,79918.37
1443,2025-01-04,North America,Product E,C0409,398,150707.52
1444,2024-08-26,Africa,Product B,C0540,477,120150.32
1445,2025-02-19,North America,Product D,C0102,463,46168.4
1446,2024-12-07,Middle East,Product E,C0337,134,58120.23
1447,2024-11-27,North America,Product E,C0237,305,54661.64
1448,2025-01-06,Africa,Product D,C0984,106,41536.36
1449,2024-08-06,Asia-Pacific,Product E,C0812,245,97912.35
1450,2024-10-17,Asia-Pacific,Product A,C0408,342,116368.14
1451,2024-12-20,Africa,Product C,C0823,244,29130.14
1452,2024-07-16,Europe,Product A,C0977,416,102149.86
1453,2025-03-03,Asia-Pacific,Product E,C0035,169,73719.89
1454,2025-03-25,Asia-Pacific,Product E,C0880,100,34561.1
1455,2024-12-08,South America,Product D,C0372,36,3880.52
1456,2025-05-18,Middle East,Product E,C0124,141,40030.24
1457,2024-10-12,Africa,Product C,C0598,415,144210.65
1458,2024-07-11,South America,Product B,C0339,201,79969.56
1459,2024-09-02,South America,Product D,C0821,224,36884.37
1460,2025-05-21,Middle East,Product A,C0426,106,47626.24
1461,2025-02-19,Middle East,Product E,C0427,370,20253.06
1462,2025-05-21,Middle East,Product B,C0621,78,15980.51
1463,2025-03-31,Middle East,Product D,C0031,333,116200.65
1464,2024-12-30,South America,Product A,C0736,267,110199.2
1465,2024-07-29,Africa,Product B,C0291,151,12129.21
1466,2024-08-30,South America,Product E,C0975,454,145360.31
1467,2024-08-27,Europe,Product E,C0971,168,48189.59
1468,2024-08-26,Africa,Product D,C0695,324,160655.69
1469,2024-08-29,Africa,Product B,C0703,128,16406.01
1470,2025-03-21,Africa,Product E,C0770,91,9433.98
1471,2024-09-18,Asia-Pacific,Product A,C0093,435,65791.15
1472,2024-11-03,Middle East,Product B,C0951,288,81126.25
1473,2025-06-21,North America,Product B,C0441,135,63901.81
1474,2025-04-29,Asia-Pacific,Product C,C0586,368,44648.09
1475,2025-06-12,Europe,Product C,C0860,370,66615.24
1476,2025-03-10,South America,Product E,C0669,260,55576.12
1477,2025-05-02,North America,Product E,C0253,462,40343.06
1478,2024-07-18,Middle East,Product E,C0620,186,13773.9
1479,2025-01-23,South America,Product D,C0803,137,46189.19
1480,2025-04-12,North America,Product B,C0791,168,9630.02
1481,2025-05-09,Africa,Product E,C0100,452,174214.11
1482,2024-09-03,Africa,Product E,C0831,378,103382.52
1483,2024-10-30,South America,Product D,C0838,109,19904.15
1484,2025-06-04,Africa,Product A,C0209,79,27437.3
1485,2025-04-06,North America,Product C,C0084,402,55408.62
1486,2025-04-22,Middle East,Product E,C0002,139,45760.23
1487,2025-07-01,South America,Product A,C0472,92,40776.19
1488,2024-09-22,Europe,Product D,C0165,385,55620.32
1489,2024-07-07,South America,Product C,C0349,180,75600.21
1490,2025-06-21,South America,Product B,C0136,132,50161.07
1491,2024-07-23,North America,Product C,C0290,404,30630.19
1492,2025-07-01,Middle East,Product B,C0083,461,90503.32
1493,2024-12-08,Africa,Product A,C0852,390,73539.64
1494,2025-02-03,North America,Product A,C0444,127,27464.04
1495,2024-09-27,South America,Product C,C0446,442,132293.81
1496,2025-04-29,North America,Product E,C0958,48,9828.03
1497,2024-08-19,South America,Product D,C0816,299,57918.55
1498,2024-07-17,South America,Product A,C0189,128,35116.63
1499,2024-08-10,North America,Product D,C0198,407,104790.47
1500,2025-06-09,Africa,Product A,C0300,208,74495.12
1501,2025-01-21,North America,Product D,C0918,482,240647.81
1502,2025-03-21,North America,Product C,C0093,403,105223.06
1503,2025-02-01,Asia-Pacific,Product B,C0979,310,124457.96
1504,2024-10-19,Europe,Product E,C0503,354,144389.94
1505,2024-09-19,Europe,Product B,C0030,421,133339.11
1506,2024-09-26,Middle East,Product B,C0145,42,5030.02
1507,2024-09-20,Middle East,Product C,C0660,489,194839.85
1508,2024-10-31,Europe,Product C,C0469,86,19516.6
1509,2024-11-09,North America,Product B,C0973,106,50538.22
1510,2025-01-25,Middle East,Product D,C0124,320,150657.71
1511,2024-12-16,South America,Product B,C0541,32,1726.65
1512,2025-03-07,South America,Product E,C0772,431,29399.12
1513,2025-01-07,Africa,Product D,C0238,423,79061.72
1514,2024-11-14,Middle East,Product D,C0810,139,68929.95
1515,2024-10-07,South America,Product C,C0936,103,46564.01
1516,2025-06-18,Middle East,Product A,C0163,290,17333.77
1517,2025-05-07,Africa,Product D,C0451,122,26248.74
1518,2024-08-22,Asia-Pacific,Product B,C0021,418,90407.28
1519,2025-02-07,North America,Product E,C0339,57,18591.32
1520,2025-05-08,North America,Product D,C0800,357,20500.02
1521,2024-08-05,Middle East,Product A,C0490,222,55283.85
1522,2025-02-16,Europe,Product E,C0700,56,17658.78
1523,2025-05-27,Africa,Product A,C0665,28,9832.88
1524,2024-10-13,Africa,Product C,C0253,392,151518.51
1525,2025-06-08,Europe,Product B,C0144,263,45344.47
1526,2025-06-30,North America,Product A,C0087,37,10479.14
1527,2024-08-27,Africa,Product E,C0460,239,109314.92
1528,2024-10-22,North America,Product B,C0612,169,40166.99
1529,2025-02-06,Asia-Pacific,Product D,C0004,337,79698.78
1530,2024-11-14,Asia-Pacific,Product B,C0792,205,58868.56
1531,2025-03-03,Europe,Product D,C0153,423,171523.2
1532,2025-06-16,Europe,Product A,C0687,109,32894.16
1533,2024-08-03,Europe,Product E,C0728,357,27437.48
1534,2025-06-11,Middle East,Product C,C0430,279,54220.07
1535,2024-12-24,Europe,Product A,C0455,235,38378.57
1536,2024-12-17,Africa,Product D,C0514,486,48275.17
1537,2025-05-24,Asia-Pacific,Product D,C0352,48,19168.77
1538,2025-05-24,Europe,Product E,C0285,137,41156.56
1539,2025-01-27,North America,Product E,C0754,205,69418.37
1540,2024-11-02,Africa,Product C,C0925,256,53684.66
1541,2024-10-08,Africa,Product D,C0944,296,142181.53
1542,2025-02-05,Europe,Product C,C0417,395,179309.76
1543,2025-06-25,Middle East,Product A,C0352,230,84387.31
1544,2024-11-16,North America,Product B,C0450,83,18153.39
1545,2024-07-28,North America,Product D,C0188,111,25333.25
1546,2024-11-22,Middle East,Product A,C0155,158,17060.66
1547,2025-04-16,Europe,Product A,C0649,64,19781.17
1548,2025-04-09,Asia-Pacific,Product A,C0208,55,13653.06
1549,2024-08-10,Middle East,Product E,C0121,301,79047.72
1550,2025-02-17,Middle East,Product C,C0759,333,89699.74
1551,2024-08-23,Africa,Product B,C0088,415,174619.55
1552,2025-05-05,Middle East,Product B,C0830,288,15813.65
1553,2025-01-22,North America,Product B,C0137,298,27271.04
1554,2025-01-05,Asia-Pacific,Product C,C0523,197,64737.67
1555,2024-10-23,Asia-Pacific,Product C,C0135,263,18644.84
1556,2024-07-15,North America,Product B,C0117,107,24342.78
1557,2025-01-24,Middle East,Product B,C0585,105,13352.28
1558,2025-02-10,Europe,Product E,C0012,418,112308.69
1559,2025-06-29,North America,Product E,C0073,115,45066.96
1560,2025-05-26,Asia-Pacific,Product C,C0820,329,107496.46
1561,2024-07-27,Middle East,Product D,C0758,337,132404.94
1562,2025-05-21,South America,Product A,C0513,223,20723.23
1563,2025-04-10,South America,Product D,C0682,337,152232.08
1564,2024-12-09,Africa,Product D,C0819,31,14927.02
1565,2024-12-15,Asia-Pacific,Product E,C0655,95,32285.36
1566,2024-10-24,Europe,Product C,C0951,11,2635.12
1567,2025-06-29,Africa,Product E,C0623,468,69595.02
1568,2024-10-27,Asia-Pacific,Product E,C0374,344,154718.38
1569,2025-04-11,Africa,Product E,C0882,242,71295.49
1570,2024-09-24,South America,Product E,C0624,56,24691.99
1571,2025-01-07,Europe,Product B,C0605,363,104035.08
1572,2024-08-18,North America,Product D,C0036,29,4053.04
1573,2024-10-21,Europe,Product E,C0742,235,100101.49
1574,2024-09-03,South America,Product A,C0431,51,21638.96
1575,2024-08-10,Africa,Product A,C0245,479,109151.28
1576,2024-10-22,Africa,Product D,C0673,467,55469.76
1577,2024-12-16,South America,Product E,C0967,169,41596.82
1578,2024-11-21,Europe,Product C,C0509,475,226707.54
1579,2025-01-12,North America,Product E,C0252,478,160745.49
1580,2025-03-07,Africa,Product C,C0125,469,220140.19
1581,2025-06-16,Asia-Pacific,Product C,C0041,239,68642.66
1582,2025-04-09,Middle East,Product D,C0717,37,11007.91
1583,2025-07-02,South America,Product D,C0352,283,17964.25
1584,2025-03-08,South America,Product A,C0647,275,38801.2
1585,2025-05-21,South America,Product D,C0862,357,43372.96
1586,2025-03-27,Asia-Pacific,Product C,C0117,451,202196.88
1587,2024-10-23,Africa,Product D,C0376,84,31162.5
1588,2025-02-02,North America,Product C,C1000,25,10077.08
1589,2025-01-15,North America,Product C,C0749,321,130833.38
1590,2024-11-15,North America,Product E,C0028,304,131709.02
1591,2024-07-20,Europe,Product B,C0760,52,14443.69
1592,2025-04-04,North America,Product E,C0492,335,43117.67
1593,2024-09-07,North America,Product E,C0174,329,129992.72
1594,2024-10-10,Asia-Pacific,Product C,C0460,108,41534.62
1595,2024-08-31,Europe,Product D,C0089,408,131769.33
1596,2025-06-17,Asia-Pacific,Product B,C0857,348,157386.29
1597,2025-04-29,Europe,Product B,C0717,296,110981.74
1598,2025-02-28,North America,Product A,C0706,119,35656.04
1599,2025-01-25,Middle East,Product A,C0863,56,3770.9
1600,2025-03-17,Middle East,Product C,C0303,27,11212.04
1601,2025-06-09,Asia-Pacific,Product D,C0690,196,94636.31
1602,2024-11-09,North America,Product E,C0989,338,121739.93
1603,2024-10-07,Europe,Product D,C0812,133,45973.93
1604,2024-10-27,Africa,Product E,C0457,204,30897.41
1605,2025-06-28,Middle East,Product A,C0864,12,5879.7
1606,2024-09-27,Europe,Product D,C0723,251,24706.24
1607,2025-04-27,Europe,Product A,C0037,163,76706.48
1608,2025-03-17,Asia-Pacific,Product E,C0140,374,90749.56
1609,2024-08-25,Middle East,Product D,C0791,439,93918.9
1610,2024-07-15,Europe,Product E,C0694,162,42800.8
1611,2025-06-10,South America,Product D,C0039,405,148851.2
1612,2025-02-16,South America,Product C,C0222,276,129481.13
1613,2024-12-09,South America,Product A,C0820,445,141622.9
1614,2025-04-19,Europe,Product A,C0678,165,72109.63
1615,2024-10-05,South America,Product E,C0545,38,3061.47
1616,2025-06-28,Africa,Product C,C0541,180,68603.76
1617,2025-03-19,Europe,Product B,C0583,136,10745.71
1618,2024-08-06,North America,Product B,C0225,456,160191.82
1619,2024-11-16,South America,Product B,C0362,293,73902.09
1620,2025-04-01,Africa,Product E,C0983,105,44137.14
1621,2025-04-07,Europe,Product A,C0321,459,27323.54
1622,2025-03-16,South America,Product B,C0190,161,60381.83
1623,2025-02-12,Middle East,Product C,C0366,471,199704.97
1624,2025-05-19,North America,Product D,C0419,60,11917.27
1625,2025-04-15,Europe,Product B,C0869,412,187012.3
1626,2024-08-31,Africa,Product E,C0645,10,3948.21
1627,2024-08-08,North America,Product E,C0365,159,54453.22
1628,2025-01-07,Middle East,Product E,C0101,498,90943.51
1629,2025-01-23,Europe,Product D,C0174,301,83311.9
1630,2025-04-25,Europe,Product C,C0763,145,39358.62
1631,2025-06-23,Europe,Product A,C0160,116,54594.07
1632,2025-05-21,Middle East,Product C,C0820,151,59721.38
1633,2024-08-22,South America,Product C,C0257,207,102384.93
1634,2024-10-12,South America,Product A,C0618,153,38463.52
1635,2024-12-06,Europe,Product D,C0266,364,131530.84
1636,2024-09-27,Europe,Product E,C0126,37,9144.67
1637,2025-04-20,Middle East,Product B,C0729,481,203412.06
1638,2024-10-27,Europe,Product A,C0057,404,165782.89
1639,2024-11-28,Europe,Product A,C0754,423,129029.94
1640,2025-03-30,North America,Product D,C0040,336,106176.89
1641,2024-11-28,North America,Product B,C0858,348,170729.16
1642,2025-05-12,South America,Product C,C0378,314,111176.64
1643,2025-02-17,South America,Product A,C0997,303,52393.43
1644,2024-12-20,North America,Product B,C0288,129,44829.29
1645,2024-11-16,South America,Product B,C0686,18,1594.11
1646,2025-03-06,Middle East,Product C,C0002,267,41911.43
1647,2025-04-05,North America,Product A,C0265,61,8034.53
1648,2025-03-19,Asia-Pacific,Product D,C0396,323,70854.56
